ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2025-01-02T09:00:00.100964244Z,2025-01-02T09:00:00.100795913Z,10,2,16244,A,B,0,408.04,50,130,168331,285171,408.04,418.37,50,1,1,1,405.1,432.68,500,1,1,1,367.93,436.45,24,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.100974645Z,2025-01-02T09:00:00.100808337Z,10,2,16244,A,A,0,408.63,100,130,166308,285172,408.04,408.63,50,100,1,1,405.1,418.37,500,1,1,1,367.93,432.68,24,1,1,1,,436.45,0,175,0,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.101579492Z,2025-01-02T09:00:00.101412860Z,10,2,38,C,B,0,251.1,400,130,166632,285215,236.33,251.51,40,200,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AAPL
2025-01-02T09:00:00.102905535Z,2025-01-02T09:00:00.102739767Z,10,2,16244,C,A,0,408.63,100,130,165768,285318,408.04,418.37,50,1,1,1,405.1,432.68,500,1,1,1,367.93,436.45,24,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.103063377Z,2025-01-02T09:00:00.102895443Z,10,2,16244,A,B,0,408.04,50,130,167934,285327,408.04,418.37,100,1,2,1,405.1,432.68,500,1,1,1,367.93,436.45,24,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.103288058Z,2025-01-02T09:00:00.103122268Z,10,2,16244,C,B,0,408.04,50,130,165790,285343,408.04,418.37,50,1,1,1,405.1,432.68,500,1,1,1,367.93,436.45,24,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.103306437Z,2025-01-02T09:00:00.103137912Z,10,2,16244,C,B,0,408.04,50,130,168525,285344,405.1,418.37,500,1,1,1,367.93,432.68,24,1,1,1,,436.45,0,175,0,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.104177228Z,2025-01-02T09:00:00.104009883Z,10,2,38,C,A,0,251.51,200,130,167345,285400,236.33,,40,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AAPL
2025-01-02T09:00:00.104939677Z,2025-01-02T09:00:00.104772562Z,10,2,780,A,B,0,259.93,25,130,167115,285443,259.93,263.84,25,25,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AMGN
2025-01-02T09:00:00.104962561Z,2025-01-02T09:00:00.104793802Z,10,2,780,A,A,0,263.33,25,130,168759,285444,259.93,263.33,25,25,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AMGN
2025-01-02T09:00:00.108499925Z,2025-01-02T09:00:00.108332500Z,10,2,16244,A,B,0,408.05,100,130,167425,285658,408.05,418.37,100,1,1,1,405.1,432.68,500,1,1,1,367.93,436.45,24,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.114684530Z,2025-01-02T09:00:00.114518141Z,10,2,780,A,B,0,260.27,25,130,166389,285765,260.27,263.33,25,25,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AMGN
2025-01-02T09:00:00.117931074Z,2025-01-02T09:00:00.117764777Z,10,2,16244,A,B,0,408.26,50,130,166297,285840,408.26,418.37,50,1,1,1,405.1,432.68,500,1,1,1,367.93,436.45,24,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.141078816Z,2025-01-02T09:00:00.140912150Z,10,2,16244,C,B,0,408.26,50,130,166666,286220,405.1,418.37,500,1,1,1,367.93,432.68,24,1,1,1,,436.45,0,175,0,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.183135710Z,2025-01-02T09:00:00.182968387Z,10,2,16244,A,B,2,350,11,130,167323,286764,405.1,418.37,500,1,1,1,367.93,432.68,24,1,1,1,350,436.45,11,175,1,1,,960,0,25,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.214214236Z,2025-01-02T09:00:00.214047479Z,10,2,38,A,A,0,271.27,4,130,166757,287108,236.33,271.27,40,4,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AAPL
2025-01-02T09:00:00.214290081Z,2025-01-02T09:00:00.214123000Z,10,2,38,A,A,1,296.36,3,130,167081,287110,236.33,271.27,40,4,1,1,,296.36,0,3,0,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,AAPL
2025-01-02T09:00:00.306637161Z,2025-01-02T09:00:00.306470767Z,10,2,16244,A,B,3,192.6,10,130,166394,287957,405.1,418.37,500,1,1,1,367.93,432.68,24,1,1,1,350,436.45,11,175,1,1,192.6,960,10,25,1,1,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
