ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2025-01-02T09:00:00.581583124Z,2025-01-02T09:00:00.581416652Z,10,2,16244,A,B,1,376.17,5,130,166472,289530,405.1,418.37,500,1,1,1,376.17,432.68,5,1,1,1,367.93,436.45,24,175,1,1,350,960,11,25,1,1,192.6,,10,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.587128183Z,2025-01-02T09:00:00.586961619Z,10,2,16244,A,B,1,403.55,247,130,166564,289555,405.1,418.37,500,1,1,1,403.55,432.68,247,1,1,1,376.17,436.45,5,175,1,1,367.93,960,24,25,1,1,350,,11,0,1,0,192.6,,10,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.587289525Z,2025-01-02T09:00:00.587122920Z,10,2,16244,A,A,0,414.19,247,130,166605,289556,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,376.17,432.68,5,1,1,1,367.93,436.45,24,175,1,1,350,960,11,25,1,1,192.6,,10,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.588398795Z,2025-01-02T09:00:00.588232383Z,10,2,16244,A,B,5,320,500,130,166412,289565,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,376.17,432.68,5,1,1,1,367.93,436.45,24,175,1,1,350,960,11,25,1,1,320,,500,0,1,0,192.6,,10,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.588863338Z,2025-01-02T09:00:00.588697006Z,10,2,16244,A,A,4,489.96,100,130,166332,289572,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,376.17,432.68,5,1,1,1,367.93,436.45,24,175,1,1,350,489.96,11,100,1,1,320,960,500,25,1,1,192.6,,10,0,1,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.589327960Z,2025-01-02T09:00:00.589161675Z,10,2,16244,A,B,2,400,100,130,166285,289577,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,400,432.68,100,1,1,1,376.17,436.45,5,175,1,1,367.93,489.96,24,100,1,1,350,960,11,25,1,1,320,,500,0,1,0,192.6,,10,0,1,0,,,0,0,0,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.652337326Z,2025-01-02T09:00:00.652170588Z,10,2,16244,A,B,7,310.1,50,130,166738,289780,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,400,432.68,100,1,1,1,376.17,436.45,5,175,1,1,367.93,489.96,24,100,1,1,350,960,11,25,1,1,320,,500,0,1,0,310.1,,50,0,1,0,192.6,,10,0,1,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.652799144Z,2025-01-02T09:00:00.652632412Z,10,2,16244,A,A,4,455.58,50,130,166732,289787,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,400,432.68,100,1,1,1,376.17,436.45,5,175,1,1,367.93,455.58,24,50,1,1,350,489.96,11,100,1,1,320,960,500,25,1,1,310.1,,50,0,1,0,192.6,,10,0,1,0,,,0,0,0,0,TSLA
2025-01-02T09:00:00.653526460Z,2025-01-02T09:00:00.653359765Z,10,2,16244,A,B,2,400.14,1,130,166695,289791,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,400.14,432.68,1,1,1,1,400,436.45,100,175,1,1,376.17,455.58,5,50,1,1,367.93,489.96,24,100,1,1,350,960,11,25,1,1,320,,500,0,1,0,310.1,,50,0,1,0,192.6,,10,0,1,0,TSLA
2025-01-02T09:00:00.667459306Z,2025-01-02T09:00:00.667290935Z,10,2,16244,A,N,0,410.4,500,130,168371,289840,407.2,410.4,500,500,1,1,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,400.14,432.68,1,1,1,1,400,436.45,100,175,1,1,376.17,455.58,5,50,1,1,367.93,489.96,24,100,1,1,350,960,11,25,1,1,320,,500,0,1,0,310.1,,50,0,1,0,TSLA
2025-01-02T09:00:00.676082836Z,2025-01-02T09:00:00.675916258Z,10,2,16244,A,B,5,376.27,5,130,166578,289858,407.2,410.4,500,500,1,1,405.1,414.19,500,247,1,1,403.55,418.37,247,1,1,1,400.14,432.68,1,1,1,1,400,436.45,100,175,1,1,376.27,455.58,5,50,1,1,376.17,489.96,5,100,1,1,367.93,960,24,25,1,1,350,,11,0,1,0,320,,500,0,1,0,TSLA
2025-01-02T09:00:00.677991630Z,2025-01-02T09:00:00.677825208Z,10,2,16244,A,B,1,405.8,500,130,166422,289867,407.2,410.4,500,500,1,1,405.8,414.19,500,247,1,1,405.1,418.37,500,1,1,1,403.55,432.68,247,1,1,1,400.14,436.45,1,175,1,1,400,455.58,100,50,1,1,376.27,489.96,5,100,1,1,376.17,960,5,25,1,1,367.93,,24,0,1,0,350,,11,0,1,0,TSLA
2025-01-02T09:00:00.678062053Z,2025-01-02T09:00:00.677895726Z,10,2,16244,A,A,5,445,10,130,166327,289868,407.2,410.4,500,500,1,1,405.8,414.19,500,247,1,1,405.1,418.37,500,1,1,1,403.55,432.68,247,1,1,1,400.14,436.45,1,175,1,1,400,445,100,10,1,1,376.27,455.58,5,50,1,1,376.17,489.96,5,100,1,1,367.93,960,24,25,1,1,350,,11,0,1,0,TSLA
2025-01-02T09:00:00.681868485Z,2025-01-02T09:00:00.681702050Z,10,2,16244,A,B,6,396.12,1,130,166435,289883,407.2,410.4,500,500,1,1,405.8,414.19,500,247,1,1,405.1,418.37,500,1,1,1,403.55,432.68,247,1,1,1,400.14,436.45,1,175,1,1,400,445,100,10,1,1,396.12,455.58,1,50,1,1,376.27,489.96,5,100,1,1,376.17,960,5,25,1,1,367.93,,24,0,1,0,TSLA
